Target affinity,Target qeds,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-9.0,0.4,4.551100000000003,0.3946931228479307,2.3265330353254736,103.83000000000001,-8.8,-9_0.4
-9.0,0.4,6.3452000000000055,0.24560737735164323,3.7768798889744577,96.11000000000001,-9.7,-9_0.4
-9.0,0.4,4.430900000000003,0.37932646706508943,2.831576045037849,115.16999999999999,-9.2,-9_0.4
-9.0,0.4,4.750700000000004,0.46393748468276447,2.486944819319014,110.29000000000002,-8.2,-9_0.4
-9.0,0.4,3.1971800000000004,0.5027546443275529,2.692862324292051,138.41,-8.9,-9_0.4
-9.0,0.4,6.343620000000003,0.34125450219251535,2.6019334238821177,63.92999999999999,-8.7,-9_0.4
-9.0,0.4,4.470700000000003,0.4747163299330522,4.110793218999145,105.82,-9.7,-9_0.4
-9.0,0.4,5.451700000000003,0.3495971599417721,2.2331539198920467,91.83,-9.4,-9_0.4
-9.0,0.4,4.726900000000004,0.4365759404347882,2.8777223067690443,76.82,-9.0,-9_0.4
-9.0,0.4,5.876200000000005,0.580915779156887,2.335966987479047,12.47,-8.5,-9_0.4
-9.0,0.4,3.0260200000000013,0.5640122860250731,3.2182744763660285,112.07000000000001,-9.3,-9_0.4
-9.0,0.4,4.976600000000005,0.3662595350167469,3.39434068048603,86.36,-9.2,-9_0.4
-9.0,0.4,5.599900000000004,0.48330978046233586,3.2203229370109536,63.58,-8.7,-9_0.4
-9.0,0.4,5.3152000000000035,0.3532207018254675,2.03571806456843,51.1,-9.1,-9_0.4
-9.0,0.4,3.7864700000000022,0.49400402090399886,3.2753807700723225,115.94000000000001,-8.4,-9_0.4
-9.0,0.4,6.418960000000005,0.3718274166751052,2.5231960023238518,17.3,-9.4,-9_0.4
-9.0,0.4,2.7438000000000002,0.4761207914181563,2.211759565076889,100.78999999999999,-7.8,-9_0.4
-9.0,0.4,5.905900000000004,0.3518246959926728,2.451268964148303,73.17,-9.6,-9_0.4
-9.0,0.4,3.476490000000002,0.2625147098063324,2.8092543667323717,132.95,-9.8,-9_0.4
-9.0,0.4,2.764800000000002,0.4901049495668116,3.2531312751991495,111.87,-9.2,-9_0.4
-9.0,0.4,4.050500000000003,0.4818100226026953,2.9309429255638886,68.54,-8.6,-9_0.4
-9.0,0.4,5.4927000000000055,0.30901491960674543,3.067923037525519,62.97,-9.8,-9_0.4
-9.0,0.4,4.5501600000000035,0.361700254109766,2.571278454305004,90.88000000000001,-8.8,-9_0.4
-9.0,0.4,3.4906000000000015,0.5374081573678055,2.923780111500257,85.41,-8.3,-9_0.4
-9.0,0.4,3.9349000000000016,0.406265374757651,2.6984302885305915,77.46000000000001,-9.4,-9_0.4
-9.0,0.4,2.5433000000000003,0.2222310010183951,3.037262617964341,118.12999999999998,-9.2,-9_0.4
-9.0,0.4,6.1071200000000045,0.2543735573373911,2.4369254514070278,77.4,-9.2,-9_0.4
-9.0,0.4,5.044700000000002,0.3795872722748034,3.0296220009328625,79.69,-9.7,-9_0.4
-9.0,0.4,3.2461200000000012,0.5021186432917458,2.937604152144134,95.36999999999999,-8.2,-9_0.4
-9.0,0.4,4.112500000000003,0.41752845090698587,2.41848479539812,52.88000000000001,-9.4,-9_0.4
-9.0,0.4,4.588600000000003,0.47246495481995254,3.7983964329660314,104.19000000000001,-9.3,-9_0.4
-9.0,0.4,5.4539000000000035,0.44651729934897016,3.138783092585715,67.09,-9.0,-9_0.4
-9.0,0.4,3.0298000000000007,0.30438584500042815,2.4966778964980563,122.89999999999999,-9.1,-9_0.4
-9.0,0.4,4.742900000000003,0.43372042085107926,2.236269145860362,93.19999999999999,-8.7,-9_0.4
-9.0,0.4,3.334100000000003,0.3719164592944607,3.7956909706907584,128.66,-9.1,-9_0.4
-9.0,0.4,3.923420000000002,0.40557578582964177,2.3780484567976963,115.08999999999999,-8.3,-9_0.4
-9.0,0.4,4.077300000000002,0.4070925359686609,2.196458516589484,91.16000000000001,-8.3,-9_0.4
-9.0,0.4,4.156140000000002,0.42381588846834695,2.4452841430721826,90.64000000000001,-7.8,-9_0.4
-9.0,0.4,3.0446000000000017,0.5411080051109693,2.292248591031173,96.45000000000002,-8.7,-9_0.4
-9.0,0.4,5.0629000000000035,0.4701989470246561,2.1911532813965096,81.43,-8.2,-9_0.4
-9.0,0.4,3.240000000000001,0.40332521608550304,4.10298327517134,104.73000000000002,-8.9,-9_0.4
-9.0,0.4,4.049200000000002,0.3208123002390257,2.353774482548081,114.07000000000002,-8.7,-9_0.4
-9.0,0.4,4.691300000000004,0.35987202166563714,3.4073322177427148,103.37,-8.4,-9_0.4
-9.0,0.4,2.0242000000000004,0.4424586546752555,2.9342507197029537,107.73999999999998,-9.2,-9_0.4
-9.0,0.4,2.8782000000000014,0.4689283845430443,2.4435578033488046,93.86,-8.7,-9_0.4
-9.0,0.4,2.855100000000001,0.33728007297824164,3.442034050387358,138.09,-9.4,-9_0.4
-9.0,0.4,4.930200000000005,0.37695098261459986,2.0104585811174776,44.120000000000005,-8.9,-9_0.4
-9.0,0.4,4.770420000000002,0.3714864767546665,2.4359105243063066,127.08000000000001,-8.8,-9_0.4
-9.0,0.4,5.899520000000005,0.38311436030752943,2.384542511626705,64.11,-9.1,-9_0.4
-9.0,0.4,4.814020000000005,0.43970264041674356,2.400554384536406,49.64000000000001,-8.5,-9_0.4
-9.0,0.4,5.256760000000004,0.43874492434867907,2.4529709731651685,70.5,-8.2,-9_0.4
-9.0,0.4,6.0178000000000065,0.4150356050648007,2.4671540627893283,54.46,-9.0,-9_0.4
-9.0,0.4,3.3054000000000023,0.39969441259330774,2.460440686726093,102.92000000000002,-9.1,-9_0.4
-9.0,0.4,-0.2050999999999945,0.36963816377695397,3.8058164820712497,156.18,-8.5,-9_0.4
-9.0,0.4,6.144120000000005,0.37024893291843697,2.5857456309666027,64.95,-9.0,-9_0.4
-9.0,0.4,3.919820000000003,0.3119226760789936,2.860150244420229,84.99000000000001,-8.1,-9_0.4
-9.0,0.4,3.834800000000003,0.6677266163517298,3.005285025407618,77.24,-8.8,-9_0.4
-9.0,0.4,3.2664000000000017,0.37940915372227485,3.5683731834142103,141.17000000000002,-8.2,-9_0.4
-9.0,0.4,6.037800000000005,0.3770062691178105,2.708606281376383,50.440000000000005,-10.1,-9_0.4
-9.0,0.4,1.9854,0.48216911456794315,3.426907154043559,92.59,-8.0,-9_0.4
-9.0,0.4,6.226300000000006,0.331002499676676,3.3379384770775165,71.25,-9.6,-9_0.4
-9.0,0.4,5.1657000000000055,0.48277972083072823,2.819367553961479,89.19000000000001,-8.9,-9_0.4
-9.0,0.4,5.771500000000006,0.32497579098912555,4.069399930962115,84.94,-9.1,-9_0.4
-9.0,0.4,4.821400000000003,0.4156851683131692,2.4794871861829186,74.61000000000001,-7.8,-9_0.4
-9.0,0.4,3.6830000000000025,0.5202628930869092,2.0442241866900943,70.92,-7.9,-9_0.4
-9.0,0.4,3.6137000000000015,0.32998352932134306,2.8524805617196503,126.88,-9.7,-9_0.4
-9.0,0.4,2.2118700000000002,0.37433883027181847,2.8634278902383734,125.58000000000001,-9.0,-9_0.4
-9.0,0.4,5.742720000000005,0.3855576082748154,3.3117666721702257,59.39,-8.3,-9_0.4
-9.0,0.4,4.165600000000003,0.41934141521989465,2.2223588677050596,82.71000000000001,-8.7,-9_0.4
-9.0,0.8,4.2429000000000014,0.8418398164078417,2.1495747380087984,55.400000000000006,-8.7,-9_0.8
-9.0,0.8,3.827900000000003,0.8433841372313423,2.938402635350963,32.78,-7.8,-9_0.8
-9.0,0.8,4.236100000000003,0.758922562241928,1.9455802765174894,48.99,-8.9,-9_0.8
-9.0,0.8,1.9052399999999996,0.8747098647844318,2.390288376638411,75.64,-8.8,-9_0.8
-9.0,0.8,2.0517,0.8055524761560865,3.393473897351427,67.51,-9.0,-9_0.8
-9.0,0.8,4.0888000000000035,0.7486513056581977,2.5605394617358677,26.79,-8.3,-9_0.8
-9.0,0.8,3.868900000000002,0.8675877718886739,4.466096669021931,46.53,-8.7,-9_0.8
-9.0,0.8,2.08882,0.7808863786394239,1.8665351588937078,63.99,-8.5,-9_0.8
-9.0,0.8,3.168000000000002,0.7596106837223489,2.8024200612350416,84.94,-9.0,-9_0.8
-9.0,0.8,3.6443400000000024,0.627069331017248,3.0873691639698126,43.370000000000005,-8.7,-9_0.8
-9.0,0.8,4.414600000000004,0.5962587300985894,2.299352360386422,56.730000000000004,-8.7,-9_0.8
-9.0,0.8,3.857300000000003,0.738425238118549,2.6296071042482225,67.50999999999999,-8.8,-9_0.8
-9.0,0.8,3.353600000000002,0.8482569490261075,2.0238377226631297,9.72,-8.5,-9_0.8
-9.0,0.8,3.6629200000000015,0.7562400901159468,2.418944672121887,64.00000000000001,-9.2,-9_0.8
-9.0,0.8,4.558380000000003,0.7094670791147669,3.712663691594962,64.41,-8.6,-9_0.8
-9.0,0.8,2.2115,0.791920931764823,1.8655571134964823,55.84,-8.4,-9_0.8
-9.0,0.8,2.125,0.8471645919639299,3.6409380368370288,60.77000000000001,-7.7,-9_0.8
-9.0,0.8,4.574520000000003,0.6689874771737704,2.187078326119229,67.23,-9.6,-9_0.8
-9.0,0.8,5.353800000000005,0.5142959402590321,4.0123484205798405,43.370000000000005,-9.0,-9_0.8
-9.0,0.8,5.556200000000003,0.655120178175927,2.539574694018995,61.440000000000005,-8.6,-9_0.8
-9.0,0.8,2.80018,0.69165959268231,3.7918209465245223,98.60999999999999,-9.0,-9_0.8
-9.0,0.8,2.860900000000001,0.7190426501675691,2.285471030543871,108.83000000000001,-8.1,-9_0.8
-9.0,0.8,3.818200000000002,0.7968348801222034,3.128290824987393,75.43,-9.1,-9_0.8
-9.0,0.8,2.01642,0.731122442755962,2.644121615178829,61.540000000000006,-8.0,-9_0.8
-9.0,0.8,2.522500000000001,0.6322433442842376,2.9918734323288785,82.37,-8.7,-9_0.8
-9.0,0.8,5.031000000000004,0.764055452216681,2.658290164369852,3.24,-8.4,-9_0.8
-9.0,0.8,4.531120000000004,0.6294426309635176,2.694521864578169,56.89,-8.2,-9_0.8
-9.0,0.8,3.938600000000002,0.6918639263360894,4.522922515527352,17.82,,-9_0.8
-9.0,0.8,2.12796,0.7380078315613668,5.069009022951813,145.13,-8.7,-9_0.8
-9.0,0.8,3.029600000000001,0.7615709904368316,2.377521227009243,57.78,-9.1,-9_0.8
-9.0,0.8,3.934700000000003,0.7524197190159586,2.6737066683238115,69.64,-9.0,-9_0.8
-9.0,0.8,4.610500000000004,0.7649820730975488,1.7208837967471968,41.99,-8.9,-9_0.8
-9.0,0.8,3.6522200000000025,0.8885822043217838,2.641607089019452,66.48,-8.9,-9_0.8
-9.0,0.8,5.5899000000000045,0.748862602719959,2.2294639510021224,29.1,-8.8,-9_0.8
-9.0,0.8,4.167840000000003,0.8784096007324281,2.4456411262865316,61.77,-9.1,-9_0.8
-9.0,0.8,4.411000000000004,0.8265376900138499,1.8474560653727234,66.48,-9.1,-9_0.8
-9.0,0.8,4.434700000000004,0.6670458124060773,2.782961948484541,28.480000000000004,-8.5,-9_0.8
-9.0,0.8,2.003199999999999,0.7685823814379624,2.5139252087793817,88.08000000000001,-9.1,-9_0.8
-9.0,0.8,1.9834999999999996,0.785193207488559,5.748658796791947,42.760000000000005,,-9_0.8
-9.0,0.8,5.034300000000004,0.7527458339026374,2.9370537110407806,32.78,-8.3,-9_0.8
-9.0,0.8,2.436000000000001,0.7553124675159519,2.8192669617358668,74.3,-8.1,-9_0.8
-9.0,0.8,4.009820000000003,0.6765290404026008,2.544570739693331,36.440000000000005,-8.5,-9_0.8
-9.0,0.8,2.6546400000000006,0.8978197255979704,1.5509904807061226,72.19,-8.9,-9_0.8
-9.0,0.8,3.3843000000000014,0.772263234087505,6.243606764261451,49.33,,-9_0.8
-9.0,0.8,3.193900000000001,0.6715114387760652,3.0841334837480483,65.36000000000001,-8.7,-9_0.8
-9.0,0.8,4.1041000000000025,0.8536582755474197,2.3099551575892185,43.370000000000005,-8.8,-9_0.8
-9.0,0.8,3.920300000000003,0.8596842926123868,3.348513337578612,57.38000000000001,-8.9,-9_0.8
-9.0,0.8,2.7414200000000015,0.8619809120003867,2.355572315484375,66.48,-8.4,-9_0.8
-9.0,0.8,2.3302000000000005,0.7605013714118869,2.186734903194557,85.37,-8.8,-9_0.8
-9.0,0.8,1.7898,0.7753177372585055,3.2088386457775258,96.97000000000001,-9.3,-9_0.8
-9.0,0.8,5.131000000000005,0.7622002946398508,3.797840864631092,20.310000000000002,-8.9,-9_0.8
-9.0,0.8,2.785800000000001,0.7785700099869481,2.0661309085462474,84.94000000000001,-8.6,-9_0.8
-9.0,0.8,3.662800000000003,0.7732445002334587,4.827833393250309,74.69,-9.0,-9_0.8
-9.0,0.8,4.183100000000002,0.7757387424369417,2.0231466368791597,56.27000000000001,-8.2,-9_0.8
-9.0,0.8,3.442120000000002,0.7894292926518446,4.027243299201691,75.94,-8.8,-9_0.8
-9.0,0.8,3.8575200000000027,0.7677317592649556,2.006174828012224,75.27,-8.6,-9_0.8
-9.0,0.8,2.9699800000000014,0.8808702765208215,3.2334584278871095,70.12,-8.6,-9_0.8
-9.0,0.8,4.419300000000003,0.6378737999442295,2.180140623066899,46.34,-8.9,-9_0.8
-9.0,0.8,4.199400000000003,0.8597533991723765,3.091899971816444,38.33,-8.3,-9_0.8
-9.0,0.8,1.9767199999999998,0.7867274076251767,3.0263230983047915,53.74000000000001,-8.4,-9_0.8
-9.0,0.8,0.37260000000000204,0.7886020460233192,3.724473683718319,105.02,-8.2,-9_0.8
-9.0,0.8,3.913800000000003,0.7167274193033376,2.067077558883863,63.69,-9.0,-9_0.8
-9.0,0.8,0.7549999999999994,0.707610936854313,3.5807444608257297,117.33000000000001,-9.7,-9_0.8
-9.0,0.8,1.4086999999999998,0.7624165814493021,2.0921127237190262,94.17,-9.0,-9_0.8
-9.0,0.8,5.318000000000005,0.7481222206047253,2.9864402977984312,37.27,-8.0,-9_0.8
-9.0,0.8,2.239,0.7958776388987994,1.9352254461304863,43.86000000000001,-8.9,-9_0.8
-9.0,0.8,2.01872,0.8448917744113376,2.2805527134922805,79.78999999999999,-8.0,-9_0.8
-9.0,0.8,3.2879000000000014,0.8998288179813813,2.1279946156841767,57.7,-8.9,-9_0.8
-9.0,0.8,2.750800000000001,0.8334021458157922,2.7426930866988073,36.02,-8.1,-9_0.8
-9.0,0.8,2.9804200000000014,0.7996225434098042,3.0625976907212724,78.51,-9.0,-9_0.8
-9.0,0.8,3.9107400000000023,0.782563317313977,2.9869172334073184,80.23,-8.9,-9_0.8
-9.0,0.8,2.7182000000000013,0.8571267983362729,2.7018742227967394,48.0,-8.3,-9_0.8
-9.0,0.8,4.717300000000004,0.7270355375106885,2.1869273649601375,35.58,-7.9,-9_0.8
-9.0,0.8,2.6947,0.6846781112785761,2.284922379950727,87.30000000000001,-7.7,-9_0.8
-9.0,0.8,4.269300000000003,0.6691947943431591,2.9542740988445573,61.28,-8.9,-9_0.8
-9.0,0.8,1.6371999999999998,0.7076922330050003,3.363448197286912,106.49,-8.1,-9_0.8
-9.0,0.8,4.2336000000000045,0.6921390594705604,3.3873609008892487,39.410000000000004,-8.1,-9_0.8
-9.0,0.8,2.3917,0.6996082791868906,3.4243868511330655,62.32000000000001,-7.1,-9_0.8
-9.0,0.8,3.023500000000001,0.790208418568458,2.9349766345404973,86.78999999999999,-8.8,-9_0.8
-9.0,0.8,2.1814,0.7923417329124414,4.046169468270785,92.32000000000001,-8.4,-9_0.8
-9.0,0.8,3.3223400000000023,0.8787634198084933,2.2239925540389223,58.53,-9.2,-9_0.8
-9.0,0.8,3.281200000000002,0.7565578638517462,2.273006927209474,38.379999999999995,-7.4,-9_0.8
-9.0,0.8,1.2534999999999998,0.8462620832417683,3.1084656407956652,110.80000000000001,-8.7,-9_0.8
-9.0,0.8,3.675300000000002,0.8080679918218491,1.8107950279251988,61.440000000000005,-8.1,-9_0.8
-9.0,0.8,4.216020000000003,0.611745471084398,3.312655994534115,52.980000000000004,-8.5,-9_0.8
-9.0,0.8,3.2070000000000016,0.8700614750498987,2.1789382338542715,66.48,-8.8,-9_0.8
-9.0,0.8,1.8352,0.7682318426891018,2.0696927077485476,97.38,-8.8,-9_0.8
-9.0,0.8,6.626600000000007,0.4919391338411917,2.9152982408563926,0.0,-9.2,-9_0.8
-9.0,0.8,3.7314000000000016,0.8633074264437988,1.3874973510713282,29.1,-8.0,-9_0.8
-9.0,0.8,2.3142000000000005,0.7723499027880019,2.276982504016676,74.76,-8.8,-9_0.8
-9.0,0.8,4.882000000000002,0.6833977634888392,2.259628731591828,55.13,-8.9,-9_0.8
-9.0,0.8,2.963700000000001,0.756333046408772,2.026288865871619,60.910000000000004,-9.2,-9_0.8
-9.0,0.8,3.393440000000002,0.8234002357833926,2.3958881736165214,67.43,-8.3,-9_0.8
-9.0,0.8,3.7790000000000026,0.7781765990530227,2.731494098844557,42.31,-8.8,-9_0.8
-9.0,0.8,3.2120000000000015,0.7924469234355546,4.151967806794249,49.410000000000004,-8.9,-9_0.8
-9.0,0.8,5.258120000000004,0.7506629917878136,4.221188728726307,58.2,-9.9,-9_0.8
-9.0,0.8,4.132000000000003,0.9053640695996464,1.9732502802636809,41.99,-8.7,-9_0.8
-9.0,0.8,3.13666,0.7456948286509645,2.526293194345932,109.79999999999998,-8.3,-9_0.8
-9.0,0.8,3.5320800000000023,0.8360460291180406,3.2443402753609307,53.33,-9.1,-9_0.8
-9.0,0.8,4.472400000000004,0.8875813022368411,1.7653182144373183,49.410000000000004,-8.8,-9_0.8
-9.0,0.8,1.8078999999999998,0.713228807649958,2.339557961838022,121.44,-9.2,-9_0.8
-9.0,0.8,3.044800000000002,0.9280324158773773,1.8622341417826593,49.410000000000004,-8.9,-9_0.8
-9.0,0.8,3.994600000000002,0.7461030578079347,2.217603744537847,73.05,-9.5,-9_0.8
-9.0,0.8,3.0440000000000014,0.6827678975751931,1.981171940806,59.5,-9.4,-9_0.8
-9.0,0.8,3.064700000000002,0.7672564578159063,2.0654580319737814,42.010000000000005,-8.3,-9_0.8
-9.0,0.8,4.266000000000003,0.7114878206084805,2.227578049363455,44.120000000000005,-8.8,-9_0.8
-9.0,0.8,4.3533000000000035,0.7600165396395466,2.3994285928102865,37.38,-8.6,-9_0.8
-9.0,0.8,4.3125000000000036,0.6852138325089535,2.1699388767452152,42.43000000000001,-8.1,-9_0.8
-9.0,0.8,4.989300000000005,0.767206992534525,2.4973858749093765,3.24,-9.4,-9_0.8
-9.0,0.8,2.721400000000001,0.8070082284868461,3.0579806804569065,74.03000000000002,-9.2,-9_0.8
-9.0,0.8,4.251100000000003,0.5834410208195061,1.6927472390371818,44.89,-8.8,-9_0.8
-9.0,0.8,3.7304400000000033,0.6867527195172826,2.279986626120687,37.61,-8.3,-9_0.8
-9.0,0.8,2.1878,0.8360273149629128,3.904907666294166,77.12,-9.2,-9_0.8
-9.0,0.8,3.277800000000002,0.7479356607638423,3.037515084373042,70.05000000000001,-8.7,-9_0.8
-9.0,0.8,3.4615000000000027,0.629690663621553,3.8350735097705684,66.75999999999999,-8.3,-9_0.8
-9.0,0.8,4.575100000000003,0.7572078772270001,2.182422116491967,20.310000000000002,-8.0,-9_0.8
-9.0,0.8,3.2612000000000023,0.81875819452677,1.9096437756032039,75.71000000000001,-8.3,-9_0.8
-9.0,0.8,3.412200000000002,0.7616256405080102,2.6829360016785664,73.59,-8.0,-9_0.8
-9.0,0.8,3.3748000000000022,0.8440758623171846,2.3512049092064427,75.71000000000001,-8.5,-9_0.8
-9.0,0.8,1.7309999999999994,0.8341827183128113,2.0345767754318924,94.17000000000002,-9.1,-9_0.8
-9.0,0.8,3.314840000000003,0.8719430074829785,2.2185727393847987,71.41,-8.6,-9_0.8
-9.0,0.8,3.2387000000000015,0.7736743288671218,2.3635820858838716,66.48,-8.4,-9_0.8
-9.0,0.8,1.9073999999999993,0.8134872447520771,2.949371558040376,96.02000000000001,-9.0,-9_0.8
-9.0,0.8,2.0827999999999998,0.7897313712134201,4.009634605118126,82.87,-8.6,-9_0.8
-6.0,0.4,0.4357,0.5003946059805403,3.463355632875211,55.84,-5.7,-6_0.4
-6.0,0.4,1.113799999999999,0.493884298615321,3.0567623512732345,103.7,-6.0,-6_0.4
-6.0,0.4,4.096790000000002,0.4613077457445596,2.575316799809709,59.300000000000004,-6.3,-6_0.4
-6.0,0.4,1.9182,0.5508491647316694,2.7171622424968724,55.98,-6.0,-6_0.4
-6.0,0.4,0.07240000000000008,0.2485952515286139,2.637683640183498,135.89,-5.8,-6_0.4
-6.0,0.4,0.8175999999999997,0.706112624877388,2.6111610590649192,71.17,-6.2,-6_0.4
-6.0,0.4,1.1084999999999998,0.30959899419190706,2.4970863434154182,95.96,-5.7,-6_0.4
-6.0,0.4,1.4406999999999999,0.33909849821653726,2.3447299827640453,101.05000000000001,-6.8,-6_0.4
-6.0,0.4,-1.957499999999998,0.42859921192975126,2.631455091366952,124.6,-6.2,-6_0.4
-6.0,0.4,4.505240000000004,0.3617131195300498,2.197499861325504,42.85,-6.3,-6_0.4
-6.0,0.4,2.2318,0.35550471206074646,4.139721322656957,94.94,-6.9,-6_0.4
-6.0,0.4,0.03009999999999957,0.7638492001154022,2.5252949672135987,101.57000000000002,-7.2,-6_0.4
-6.0,0.4,-0.29080000000000034,0.5457401877606469,2.1818754470605217,138.59,-6.5,-6_0.4
-6.0,0.4,1.2365999999999997,0.4349782255417428,3.3074722067515676,78.9,-5.6,-6_0.4
-6.0,0.4,4.046800000000002,0.30410173919994776,3.0403477056661403,46.09,-6.5,-6_0.4
-6.0,0.4,1.9735,0.4055675525515911,4.017154090148052,69.89,-5.9,-6_0.4
-6.0,0.4,-2.6184299999999983,0.40901255410351256,3.376371392504109,160.52,-6.0,-6_0.4
-6.0,0.4,3.5741000000000023,0.5474021820554413,2.0988354450988442,41.29,-5.7,-6_0.4
-6.0,0.4,1.0869899999999997,0.5876942139519798,2.808646007700073,65.18,-5.8,-6_0.4
-6.0,0.4,0.8814000000000002,0.34942304758448317,2.851186314282028,92.54000000000002,-5.7,-6_0.4
-6.0,0.4,2.4963000000000006,0.3555424527548912,2.5993702336842226,81.79999999999998,-6.4,-6_0.4
